2-gram,*/*,2/*,3/*,4/*,5/*,6/*,7/*,8/*,9/*,2/1:2,3/1:2,3/2:3,4/1:2,4/2:3,4/3:4,5/1:2,5/2:3,5/3:4,5/4:5,6/1:2,6/2:3,6/3:4,6/4:5,6/5:6,7/1:2,7/2:3,7/3:4,7/4:5,7/5:6,7/6:7,8/1:2,8/2:3,8/3:4,8/4:5,8/5:6,8/6:7,8/7:8,9/1:2,9/2:3,9/3:4,9/4:5,9/5:6,9/6:7,9/7:8,9/8:9,*/1:2,*/2:3,*/3:4,*/4:5,*/5:6,*/6:7,*/7:8,*/8:9,*/9:10,*/-9:-8,*/-8:-7,*/-7:-6,*/-6:-5,*/-5:-4,*/-4:-3,*/-3:-2,*/-2:-1
RN,4521640993,2275454,13626340,361048064,215940819,653564807,960910913,862234198,351688177,2275454,9743463,3882878,643918,8633229,351770919,473692,7935786,95639149,111892195,1,24082512,290378718,29497658,309605922,1,1717250,315149814,267594903,48778431,327670519,1,5805917,73108099,162250645,368869474,101445290,150754778,1,6418835,71233217,17111753,132693182,100792019,14967516,8471661,13136524,68018031,1233592948,619493699,1646444047,647276942,248432793,14191239,10625038,204051911,84627113,219820213,536320816,750055784,1107480264,310730622,1290263047
SC,4363410771,7363732,31610533,34895905,318293825,706279058,585066606,491904141,783959767,7363732,23692306,7918228,18656869,2767621,13471417,298789170,7740770,11763887,1,534251964,56843465,102893665,12150976,138992,391384244,31211762,153449188,2297720,6166276,557421,267461954,29374162,163495314,15737939,11939305,3895472,1,167063941,24934591,443625360,59631816,44735071,10136011,33474399,358585,1939213512,200627628,1555595508,248105895,172584746,118308826,86224830,28739983,8188303,436262676,656832504,957482716,924440839,628700974,164163222,94967190,30424754
GI,4275639801,2957427,13453440,408099383,747940765,493613732,431357042,698234087,478883175,2957427,11842826,1610615,404067405,957225,3074755,571340577,12662401,155162243,8775547,131407516,927013,236057376,124483518,738313,29783536,2639360,146358260,227997811,24578079,1,25357323,5381054,132315143,239800284,278903315,16306349,170625,7282916,11192207,175324457,31811266,138176851,77958989,37136495,1,1189741301,35893520,1100119564,771461197,468703730,208516124,165941486,106988292,154556146,173716507,181872462,298115622,327335884,1457456268,1381149327,401717617,17695793
DA,4259590349,21601854,558573245,835719075,535581660,494356042,307714189,534366821,418838688,21601854,543206435,15366811,789935815,22534516,23248746,307380274,34608430,165021335,28571624,249395536,2228314,34725941,108022047,99984208,107651695,26144159,24826837,51017736,49154105,48919662,161424940,11904294,31934331,56928801,185157710,80911287,6105464,79988972,2063940,8163743,43443324,93390990,136996987,49676011,5114728,2267991813,134953343,303048265,360478420,563318485,397618595,102881603,68522885,46747332,104142790,239125275,175893094,517223172,630869193,1268200000,1029995832,264010683
YO,4226720022,3037907,2343574128,1060112518,352938396,227678203,57524369,135441856,18319966,3037907,2342723792,850337,1052253537,4050479,3808504,309485418,8396575,22130889,12925517,13489773,3251524,192494429,10055614,8386867,37517146,5076886,7011503,3698051,4220787,1,68949501,2476863,2693544,474685,55441728,5080151,325390,6913137,1584362,990783,362388,5324354,3144947,1,1,3844649485,33919237,231052504,27818596,75311069,10473604,1151564,1533822,706916,16321998,72024379,42735420,22723539,328438395,1315429262,2388509623,29334517
CR,4214150543,8395541,40580792,79304551,523395164,612791020,418166822,819011635,795722518,8395541,32081129,8499664,65859448,13167307,277798,465240178,39622304,17960088,572597,316275237,188785169,105550133,1932547,247938,333173240,37338420,42851662,3341431,1462073,1,420102146,31509934,225249960,128171197,6639454,7338949,1,136977244,45145130,362772742,173011808,73244817,4110475,460308,1,1873080750,395060349,1051216059,528062568,212528690,97932661,44642659,10069735,209215,254808414,768449107,798584129,876087104,963497851,228865401,74402395,17993534
CL,4201617720,5641996,9537217,118544309,897311430,489781207,991795368,689407523,547986107,5641996,3918859,5618359,110018547,3199271,5326493,830052892,221922,67036618,1,362856940,4752883,34987996,87183391,1,540440612,5765173,261633656,52282511,131673420,1,218959587,6957487,287047557,41403001,85052647,49987249,1,129159212,4719070,272329044,58571102,7704728,54595621,20907336,1,2303821858,34520887,1044440609,386729583,245350513,120964164,43590044,17209091,2995550,218874973,286541335,927105812,725614486,1161846026,355463328,370883040,16586846
DU,4186093216,47314669,181684586,226976628,148433144,702351866,505075313,566026456,634497807,47314669,180229445,1455142,222207188,1634398,3135044,75002521,43774475,14928618,14727533,561619876,31151383,91328428,17894161,358022,43398458,5786747,162014351,279961848,13554035,359879,41173662,29706586,165612630,280315144,44640576,4418982,158882,14485192,226098995,106875899,163671599,27333619,94211412,848786,972312,1196361210,405414615,736944203,1018504204,99147210,371415382,322843453,24446385,9971358,58605237,451032681,534425772,937438957,811086906,979747948,246277833,68481476
GA,4175274058,5692714,131254392,398459910,837539299,419063301,792192122,463623396,356192076,5692714,126789505,4464888,377265432,4500945,16693535,133006099,328960535,365448127,10124541,192615407,6685560,158144250,58709247,2908841,149824378,413536193,121751588,80488171,24330633,2261164,97896113,281432,231927928,44197106,44363441,42229636,2727746,52351685,1443540,157542557,46162046,55090311,39298319,3030442,1273183,1160311004,763003313,1357992107,262185195,262554558,170156553,48965713,137761794,8690411,62668063,175861612,395154369,1101614894,431225852,1057431277,629155591,48520024
QU,4160167958,1079050,67463114,38901718,494944421,342207028,665508518,932328659,609632260,1079050,67258065,205050,37037135,1864584,1,377111232,113230908,4602283,1,110260202,109386988,54615551,67944290,1,304681853,102125400,185028341,50066511,23606417,1,322303733,126852970,333975791,120041730,8376629,20777811,1,222787154,116798627,94225971,90671476,15668391,12318008,57162639,1,1598696807,662950530,866906090,490506958,86714650,309359773,118614762,12042270,10690983,342885588,524009337,787685766,695364497,904052095,335497407,265484737,1284099
UE,4158448571,1012837,228829175,359435895,599732669,752599016,326240094,538936714,683335727,1012837,345315,228483861,427231,59408720,299599946,1152229,134752925,36709609,427117909,1,68605521,5074546,389555897,289363055,1,36062365,25549784,55058848,125960993,83608108,1,234834931,10549530,60874518,71949159,31866595,128861986,1,129526622,9860251,35567912,232813550,9516865,183478038,82572495,2937609,937660825,389988288,996093944,908791288,135273495,555822539,195714592,14905937,23565987,133388368,301844351,352721012,462418836,362071397,922358597,1565275372
FF,4125634220,16957841,306708290,22579949,207332948,767877460,654958169,416771102,929298936,16957841,1694732,305013559,117454,3238754,19223743,1,71521261,8909020,126902669,1,613704103,115567616,16750532,21855212,1,493418493,82599521,52690716,7950281,18299162,1,303239531,69858189,28715817,5614185,4363414,4979971,1,277986586,599833975,16244691,3485121,678238,5312961,25757370,18770025,2245025439,1397284765,307119050,81401516,24075336,12774645,36534305,2193533,213152661,593251617,924185514,580137111,728939540,248178914,59030451,540635454
BA,4122472993,6146224,222005971,904464947,781596774,498204033,571340433,526072051,248025885,6146224,215132594,6873378,878471155,2536307,23457487,695066234,4531021,73468122,8531400,319579063,4001793,59001735,112225017,3396429,341908961,13063302,59004012,143109294,11277552,2977317,201276877,1428204,16431768,212361065,79628340,12577521,2368282,121484738,26597339,21897275,30137042,18452982,19432196,8977346,1046974,2920173813,68511491,304576807,578304928,125340714,56130600,58408472,6615916,4086765,142175835,296767196,382614574,413971735,1016434641,1198716511,437628808,54975494
EY,4053144856,737591,181643561,2707318401,266630882,493705725,206661864,133907957,42977443,737591,82308671,99334891,182513133,13539806,2511265464,290174,12058374,2539108,251743229,2422409,134705640,7496021,5277494,343804165,6611678,11397185,4959122,846154,44372467,138475263,6519257,18268295,2707731,3805993,23476703,7444677,71685307,1018060,3690795,1414334,5762490,11712054,2881917,6892546,9605254,284712863,294834195,2530645932,269337401,431516438,151590473,79215021,9605254,1091218,3158409,11965926,27379527,29452768,158082511,229661577,162374763,3428338443
LS,3990203352,3457755,18670049,1179969751,858695717,594947428,523998089,234256004,349175076,3457755,4106587,14563463,308874,1135147129,44513750,180061,6089148,82174390,770252121,787867,6163463,63418014,23157377,501420711,325225,447022,16454209,9383664,17043487,480344487,1,3417001,10152336,9639854,13738891,102204,197205723,1,36721838,12428561,6855102,13691951,5355875,1,274121754,9166364,1202549058,238066018,822670915,549723184,514814933,199802403,275159999,29390956,1259503,44746370,22221479,26311341,68641754,100104108,1262106864,2462631466
VA,3946966168,8189061,78489393,149791537,430003758,404920352,798096886,594507595,593932734,8189061,69161485,9327909,107622697,13834343,28334499,339373088,29315119,47442497,13873057,317436678,4753605,42251329,24672902,15805842,370565090,15902732,106593429,219020127,79677859,6337654,187969323,20762917,118989345,74621960,64039791,125387029,2737236,141688682,171744865,88001410,85823330,46942601,46475195,11610047,1646611,1613137093,382405608,527223372,466627897,376212482,399980012,124341233,36755918,8694554,242320403,458246654,621194924,837663083,667023095,519150220,379333672,89786747
UM,3901923212,7580097,87088275,100177052,449459476,1090686869,621428695,547525822,301303550,7580097,3217175,83871101,1926277,71798685,26452092,859672,350741860,34320628,63537319,1923858,639426622,27173867,233911932,188250594,1521943,200042853,26009087,153771582,31680995,208402240,4374716,156422592,33290841,184769209,62960659,6512429,99195382,3617418,48266469,15330231,112156933,32908960,848389,3601252,84573905,25021149,1622756197,177273411,937598329,510083000,314936878,107269235,86315502,73740725,184346109,146311030,317272729,408058274,928577264,599288785,387524678,879366058
PP,3850125520,14542147,25961988,14812342,230990700,420422764,820431222,818185809,314768997,14542147,9147947,16814042,248553,5803793,8759998,1,155227919,72344799,3417984,1,180293927,231288986,8839853,1,1,301551286,327411120,175284265,15501787,682768,1,475292337,212142676,99500456,24789557,6460787,1,1,163112363,120070671,8766911,17865262,4773406,180389,1,23938645,2190636902,1102711564,312828719,132426848,40162856,16705167,9706562,20780560,353498409,257821274,628057248,547424568,646972497,606730077,135057146,44216935
UA,3844138095,1144270,10831199,46939634,236384038,477641437,653160323,787510826,592170948,1144270,1922675,8908525,107145,44692298,2140193,1,61767378,169670544,4946118,1,46434150,93087136,328083080,10037074,1,198197924,267675171,97863698,86683676,2739858,1,99675685,100128003,210922928,348734660,26812903,1236652,1,111956956,34227512,168191599,162024848,22860352,87535309,5374378,3174088,696591231,676864846,904262303,736901255,175233194,190469365,370004373,14365785,74779320,138629696,243780931,651470694,813542788,763552269,1040272085,37428433
UP,3835093460,975409475,40420824,567310446,453292836,458959440,404043778,315791856,170977818,975409475,6686414,33734411,533938305,18189676,15182467,95174967,57592790,5346410,295178672,55132679,150677237,55222900,181089791,16836837,35752459,306848028,30512370,9769446,12075176,9086304,27679452,198286970,15603763,63254185,2262654,4763403,3941435,13561302,103601927,7201567,17640158,7672646,11336488,8741009,1222728,1750039245,1144000662,133545430,632142676,75723707,41659002,47663016,4414302,5905428,134007965,149846788,289905453,429850948,381224199,672548763,238695587,1352072737
LU,3811884105,4259892,12995377,287173920,462258897,450375278,428674676,636173630,670312141,4259892,9788571,3206807,86796421,196152800,4224701,79479588,119308960,263023865,446487,60411340,56023546,311962323,21618100,359973,24678898,82741048,83880510,207405087,29734899,234239,24478687,55037529,220376008,217474237,79462660,36636218,2708297,20543011,36922349,100279081,444928158,55486538,4396845,7756165,1,325523280,596881050,1178767432,1079934774,489576874,67434815,22592811,35542315,11552819,160654723,168483598,357280626,1057698836,512678423,815513979,597201346,15440390
GO,3725558730,323996020,629097150,865308200,454184719,216162740,192951973,218902365,158677304,323996020,538799295,90297856,845724617,5663828,13919757,378617403,6902184,29247074,39418061,138033896,1925897,27588579,41987109,6627263,58568906,3757477,19392757,22038077,13337173,75857588,114149117,2988705,26959193,17749845,43925505,5875119,7254887,50236871,2142728,24928096,32677687,22212847,22454014,3575289,449779,2913476949,115722188,215235091,163188285,164223612,128588225,16419821,1618909,4008850,72827443,155767931,107848324,262212284,454479461,974754632,639449332,560590437
HT,3670802796,2315949,2717463,8216055,1491038916,705142753,665636913,405675107,170374957,2315949,1205274,1512190,6956426,154378,1105253,108717,388579,1036511,1489505112,1,192809,2068447,231543718,471337782,1,1,757559,69051799,45018525,550809033,1,1066898,334266,81155506,159760885,69998921,93358636,1,286429,121965,37784031,39666996,24476501,439971,67599070,10586363,3812352,11118519,1962787378,748802429,696279197,113266595,92177045,19677219,11386603,21980341,50233918,81273350,145582852,279805845,364603313,2701600743
RU,3618438292,1236681,132952990,520839079,719462234,399825817,378958502,350546179,332668476,1236681,131254233,1698758,224206584,280398351,16234146,208608673,433639250,72062487,5151827,176653918,97928692,82899231,41728726,615254,184058421,134137846,17236720,24671495,18565192,288833,29140016,98241878,85838272,78547823,28199979,30402345,175872,5301824,40045158,198003657,33840776,9752461,38854954,6869652,1,970905513,1127858933,600144443,232413453,356411657,245123035,21999704,58794833,2963628,41489741,260614431,809149974,566659977,424872404,840601268,593756332,25401365
UG,3606562401,1603428,27363936,130470147,232381797,854697571,1291899163,606674062,166091303,1603428,1049910,26314027,8809750,58275286,63385113,1,108064553,121641884,2675362,4620062,114721267,205796043,528777646,782557,800595,75442550,74163120,489029814,652361993,101096,1597943,70591052,110468749,122465377,15489057,286061889,1,1,91701597,30671359,32820041,3922379,5016330,1781459,178144,18481683,621718660,609887914,1209752296,793976223,323031033,4214833,12706560,5776916,59217791,104825538,128174052,344048880,342963115,840341115,1664375327,95039721
DS,3560125354,3418138,47235352,193286620,1336344596,444917533,819495506,202416671,274094952,3418138,5557334,41678019,1,155140,193131481,113173,479656,19980423,1315771347,1,418779,13607230,6149181,424742346,1,1,4028961,12239956,903114,802323478,1,2343277,1776316,36571710,10773514,413158,150538701,1,901192,5024618,56226616,7443528,2506900,1,201992103,9088643,51257704,239279177,1453963966,448374388,837616340,161708829,204699669,89085975,6008221,6442021,33745535,70131730,75301989,47731438,33444922,3287176475
