3-gram,*/*,3/*,4/*,5/*,6/*,7/*,8/*,9/*,3/1:3,4/1:3,4/2:4,5/1:3,5/2:4,5/3:5,6/1:3,6/2:4,6/3:5,6/4:6,7/1:3,7/2:4,7/3:5,7/4:6,7/5:7,8/1:3,8/2:4,8/3:5,8/4:6,8/5:7,8/6:8,9/1:3,9/2:4,9/3:5,9/4:6,9/5:7,9/6:8,9/7:9,*/1:3,*/2:4,*/3:5,*/4:6,*/5:7,*/6:8,*/7:9,*/8:10,*/9:11,*/-9:-7,*/-8:-6,*/-7:-5,*/-6:-4,*/-5:-3,*/-4:-2,*/-3:-1
HKE,2404534,1,143855,1,1,190798,653952,334728,1,143855,1,1,1,1,1,1,1,1,1,1,1,1,190798,1,1,1,546580,107373,1,1,1,334728,1,1,1,1,143855,1,620409,546580,666194,1,1,427500,1,1,653706,334728,1,765475,251227,399402
AGP,2403708,167035,1,1,1225684,444573,464227,1,167035,1,1,1,1,1,1,1225684,1,1,1,444573,1,1,1,1,230955,233273,1,1,1,1,1,1,1,1,1,1,167035,1901210,233273,1,1,1,102193,1,1,1,1,230955,677845,1327876,1,167035
TZM,2399705,1,1,1,1,135070,689940,1275533,1,1,1,1,1,1,1,1,1,1,1,1,135070,1,1,1,1,1,689940,1,1,1,1,1,1275533,1,1,1,1,1,434234,1965472,1,1,1,1,1,299165,1,1,1275533,825009,1,1
APK,2392366,1,137260,1,1465208,789900,1,1,1,1,137260,1,1,1,1,1465208,1,1,1,789900,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2392366,1,1,1,1,1,1,1,1,1,1,789900,1465208,1,137260
POA,2388326,385459,1,141434,1,858761,1002675,1,385459,1,1,141434,1,1,1,1,1,1,704102,1,1,1,154660,1002675,1,1,1,1,1,1,1,1,1,1,1,1,2233667,1,1,1,154660,1,1,1,1,1,1002675,704102,1,141434,1,540118
GYA,2385928,1,1,1,1027203,529744,1,618292,1,1,1,1,1,1,1,1,1027203,1,1,1,529744,1,1,1,1,1,1,1,1,1,1,1,1,618292,1,1,1,1,1767637,1,618292,1,1,1,1,1,210692,1,1,1148035,1027203,1
UIX,2383659,1,1,1,1,1951237,432423,1,1,1,1,1,1,1,1,1,1,1,1,1951237,1,1,1,1,432423,1,1,1,1,1,1,1,1,1,1,1,1,2383659,1,1,1,1,1,1,1,1,1,432423,1951237,1,1,1
VEZ,2382589,469178,291731,1,1621682,1,1,1,469178,1,291731,1,1,1,1,108475,1,1513208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,469178,400205,1,1513208,1,1,1,1,1,1,1,1,1,108475,1,2274115
PPH,2375177,1,1,1,775040,1,1294498,305641,1,1,1,1,1,1,1,1,775040,1,1,1,1,1,1,1,1,1294498,1,1,1,1,1,305641,1,1,1,1,1,1,2375177,1,1,1,1,1,1,1,1,305641,1294498,1,775040,1
EXY,2370945,1,1623527,1,1,1,747419,1,1,1,1623527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,747419,1,1,1,1,1,1,1,1,1623527,1,1,1,747419,1,1,1,1,1,1,1,1,1,2370945
YRR,2370320,1,1,505276,147085,1321953,1,1,1,1,1,1,505276,1,1,147085,1,1,1,1321953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2370320,1,1,1,1,1,1,1,396009,1,1,1321953,147085,505276,1
DOA,2369139,118933,625100,388045,148882,106621,1,1,118933,625100,1,388045,1,1,148882,1,1,1,1,106621,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1280957,106621,1,1,1,1,981563,1,1,1,1,1,255502,388045,1606662,118933
SJO,2366644,1,1,1,1,472279,539188,144475,1,1,1,1,1,1,1,1,1,1,472279,1,1,1,1,1,1,539188,1,1,1,1,1,144475,1,1,1,1,472279,1,1499391,1,394976,1,1,1,1,1,815730,1011728,539188,1,1,1
IGY,2363377,148212,1,176794,1160887,877487,1,1,148212,1,1,1,1,176794,1,1,1,1160887,1,1,1,1,877487,1,1,1,1,1,1,1,1,1,1,1,1,1,148212,1,176794,1160887,877487,1,1,1,1,1,1,1,1,1,1,2363377
DBR,2363041,1,1,1,1,1,737669,311486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,737669,1,1,1,1,1,1,311486,1,1,1,1,1,737669,1226503,1,398871,1,1,1,398871,125579,789440,1049154,1,1,1
RKW,2357309,1,1,1,1,919175,1001781,329010,1,1,1,1,1,1,1,1,1,1,1,1,919175,1,1,1,1,1001781,1,1,1,1,329010,1,1,1,1,1,1,329010,1920955,107346,1,1,1,1,1,107346,329010,1,1001781,919175,1,1
OLH,2356861,1,1,1,1,1,278950,547213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,278950,1,1,1,1,1,1,547213,1,1,1,1,1,278950,647943,1,1429970,1,1,1,1,1,226357,2029775,1,1,1,1
YGA,2353327,1,1,1,1,253391,1573028,141707,1,1,1,1,1,1,1,1,1,1,1,1,253391,1,1,1,1,1,1573028,1,1,1,1,1,1,1,141707,1,1,1,253391,1958231,1,141707,1,1,1,1,1,385204,1,1826418,141707,1
XYS,2340605,1,1,1,1,1,739925,786545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,739925,1,1,104890,1,1,681656,1,1,1,104890,1,1,2235716,1,1,1,1,1,104890,1,814137,681656,739925,1
HPI,2336438,1,1,1,1,1,177886,414981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,177886,1,1,1,1,1,414981,1,1,1,1,1,100406,2236033,1,1,1,1,1,100406,162893,1480276,414981,177886,1
HBR,2335957,157871,1,1,1,1,269158,1,157871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,269158,1,1,1,1,1,1,1,1,1,157871,1,1,487565,943041,1,1,747483,1,1,161704,218408,939783,858195,1,157871
IEP,2335241,580891,1,1,643787,679761,1,1,580891,1,1,1,1,1,1,643787,1,1,1,220100,459662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,580891,863886,459662,222793,208013,1,1,1,1,1,1,1,220100,1103448,1,580891
RSM,2333747,120907,1,1,1,381621,1,200855,120907,1,1,1,1,1,1,1,1,1,1,1,381621,1,1,1,1,1,1,1,1,1,1,1,1,200855,1,1,120907,1,381621,1,200855,962469,1,667899,1,1,1,245903,716567,1250373,1,120907
SOG,2333668,178413,269161,726103,1,1,344955,107928,178413,269161,1,726103,1,1,1,1,1,1,1,1,1,1,1,1,1,344955,1,1,1,1,1,107928,1,1,1,1,1173675,1,1159994,1,1,1,1,1,1,379694,208464,107928,344955,726103,269161,178413
EIO,2329981,1,139863,1,1,1572089,1,408477,1,1,139863,1,1,1,1,1,1,1,1,1572089,1,1,1,1,1,1,1,1,1,1,408477,1,1,1,1,1,1,2221776,108206,1,1,1,1,1,1,108206,408477,1,1572089,1,1,139863
DGR,2325142,1,1,1,1,1,698402,980300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,241113,457290,1,1,1,1,1,980300,1,1,1,1,1,241113,2084030,1,1,1,1,1,1,1,646442,1221412,457290,1,1
WWW,2324228,2324228,1,1,1,1,1,1,2324228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2324228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2324228
ZAP,2322725,267452,140574,161333,647057,400400,1,425815,267452,140574,1,161333,1,1,647057,1,1,1,400400,1,1,1,1,1,1,1,1,1,1,174737,1,1,251079,1,1,1,1956840,1,1,251079,114808,1,1,1,1,174737,1,400400,1012942,161333,140574,267452
UIF,2315176,1,1,235349,1,1360163,618633,101034,1,1,1,1,235349,1,1,1,1,1,1,1,1360163,1,1,1,1,618633,1,1,1,1,1,1,101034,1,1,1,1,235349,1978795,101034,1,1,1,1,1,1,1,1,719666,1360163,235349,1
PHN,2314190,1,1,462657,1312613,538922,1,1,1,1,1,462657,1,1,1,1,1312613,1,1,1,538922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,462657,1,1851534,1,1,1,1,1,1,1,1,1,1,1001578,1312613,1
AAT,2312829,211511,135746,546890,574570,413370,1,1,211511,1,135746,1,142176,404715,1,1,435888,138683,1,137266,276105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,211511,525683,1436955,138683,1,1,1,1,1,1,204510,1,137266,276105,578063,890652
CII,2307493,319409,245857,1458109,1,1,144859,139263,319409,125338,120520,1,113594,1344516,1,1,1,1,1,1,1,1,1,1,1,1,1,144859,1,1,1,1,139263,1,1,1,444746,234113,1344516,139263,144859,1,1,1,1,1,1,1,139263,1,383789,1784443
YBD,2303813,1,1,1,1,1,1,529969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,263398,266572,1,1,1,1,1,2037242,266572,1,1,1,1,1,123460,1650386,263398,266572,1,1
LLD,2302158,109648,1,129930,1,558712,135796,541405,109648,1,1,1,1,129930,1,1,1,1,1,1,558712,1,1,1,1,135796,1,1,1,1,1,541405,1,1,1,1,109648,1,2192511,1,1,1,1,1,1,304623,336088,541405,135796,558712,1,239577
IPY,2301161,1,1,1,1,178734,919532,749653,1,1,1,1,1,1,1,1,1,1,1,1,1,1,178734,1,1,919532,1,1,1,1,1,749653,1,1,1,1,1,169004,1669184,284242,178734,1,1,1,1,1,165156,868739,919532,1,1,178734
ZHU,2297727,954014,1,103275,508632,154342,577468,1,954014,1,1,103275,1,1,508632,1,1,1,154342,1,1,1,1,105636,1,1,471833,1,1,1,1,1,1,1,1,1,1825895,1,1,471833,1,1,1,1,1,1,105636,154342,508632,575107,1,954014
ZOS,2292844,1,1,1,1111630,195345,565997,124645,1,1,1,1,1,1,707155,1,1,404476,195345,1,1,1,1,1,1,1,123323,1,442675,1,1,1,1,1,124645,1,902499,1,1,823028,1,567319,1,1,1,1,295231,195345,707155,123323,124645,847150
KBE,2291431,1,1,1,1,126977,233267,516221,1,1,1,1,1,1,1,1,1,1,1,1,1,126977,1,1,1,1,233267,1,1,1,1,1,516221,1,1,1,1,1,1,1012537,1278895,1,1,1,1,136075,475019,1,1320097,233267,126977,1
NTP,2289534,193118,1,1,1,1,1,561944,193118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,561944,1,1,1,193118,1,1534474,561944,1,1,1,1,1,976263,358801,1,561944,1,1,193118
ITB,2285300,1,136146,1,618628,1,1,1426190,1,1,136146,1,1,1,1,1,618628,1,1,1,1,1,1,1,1,1,1,1,1,1,1,235330,1190861,1,1,1,1,136146,853957,1295199,1,1,1,1,1,1,104339,235330,1190861,1,618628,136146
HCE,2280120,1,1,1,126557,1,1,1,1,1,1,1,1,1,1,1,126557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,126557,1,1,1,1,1,573730,1,2153564,1,1,1,126557,1
GFR,2279478,432406,158601,1,1,1,128749,1559725,432406,1,158601,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,128749,1,1,1,1,1,1559725,1,1,1,432406,158601,1,1688473,1,1,1,1,1,1,1,1,1559725,128749,1,591006
WOW,2277261,1828675,150212,1,298376,1,1,1,1828675,1,150212,1,1,1,1,106804,1,191573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1828675,257015,1,191573,1,1,1,1,1,1,1,1,1,106804,1,2170458
UPC,2276094,270693,1,1,1,1,1842808,162595,270693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1711023,131786,1,1,1,1,162595,1,1,1,1,1,1,2144309,131786,1,1,1,1,1,1,1,162595,1711023,131786,1,1,1,270693
WNR,2275563,1,1,1,1,1,1,2152793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2152793,1,1,1,1,1,1,2275563,1,1,1,1,1,1,1,1,2152793,1,1,1,1
GTE,2275448,215216,1,1,1,1,1742877,201880,215216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1742877,1,1,1,1,1,201880,1,1,1,215216,1,1,1944756,1,1,1,115478,1,1,1,1,201880,1742877,115478,215216
WPE,2273851,1,1,1,1877077,240497,1,1,1,1,1,1,1,1,1,1,1877077,1,1,1,240497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2273851,1,1,1,1,1,1,1,156279,1,1,240497,1877077,1
EOB,2265006,1,1,1,212106,1,807539,1,1,1,1,1,1,1,212106,1,1,1,1,1,1,1,1,1,1,807539,1,1,1,1,1,1,1,1,1,1,212106,346684,807539,673760,1,224921,1,1,1,264996,383804,142913,1019644,1,1,1
JOT,2264804,1015178,1,1,590182,444588,214859,1,1015178,1,1,1,1,1,590182,1,1,1,212937,1,1,231652,1,214859,1,1,1,1,1,1,1,1,1,1,1,1,2033153,1,1,231652,1,1,1,1,1,1,214859,212937,590182,1,231652,1015178
UAW,2262460,622280,1,761608,587712,1,118740,172124,622280,1,1,1,1,761608,1,1,587712,1,1,1,1,1,1,1,1,118740,1,1,1,1,1,172124,1,1,1,1,622280,1,1640181,1,1,1,1,1,1,1,1,172124,118740,1,587712,1383887
JAF,2259794,1,1,1860209,399586,1,1,1,1,1,1,1717568,1,142642,399586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2117153,1,142642,1,1,1,1,1,1,1,1,1,399586,1717568,1,142642
TEZ,2256641,1,1,1,955834,153375,1,1037311,1,1,1,1,1,1,1,1,1,955834,1,1,1,1,153375,1,1,1,1,1,1,1,1,1,1037311,1,1,1,110124,1,1,1993144,153375,1,1,1,1,1,1,1,1037311,1,1,1109208
LMM,2252557,1,1,1,1,1,1,731453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,731453,1,1,1,1,1,1,2252557,1,1,1,1,1,1,1,1521105,731453,1,1,1,1
LFS,2251995,1,1,551185,1,553627,457909,1,1,1,1,1,1,551185,1,1,1,1,1,1,416853,1,136775,1,1,457909,1,1,1,1,1,1,1,1,1,1,1,1,2115221,1,136775,1,1,1,1,1,1,1,457909,416853,1,687959
BAW,2248611,1,411322,453482,576873,387277,419661,1,1,411322,1,453482,1,1,576873,1,1,1,387277,1,1,1,1,1,1,1,1,419661,1,1,1,1,1,1,1,1,1828951,1,1,1,419661,1,1,1,1,1,1,387277,576873,453482,830982,1
UYA,2247137,1,1,1,1137760,104763,1004616,1,1,1,1,1,1,1,1,1137760,1,1,1,1,1,1,104763,1,433303,1,571314,1,1,1,1,1,1,1,1,1,1,1571062,1,571314,104763,1,1,1,1,1,1,433303,1,1709073,1,104763
MPM,2246247,1,1,1,1,106390,1,1,1,1,1,1,1,1,1,1,1,1,1,1,106390,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,106390,1,2139858,1,1,1,1,1,1,385522,1754337,106390,1,1
YTT,2245818,1,1,1,1158145,300195,1,787480,1,1,1,1,1,1,1,1158145,1,1,300195,1,1,1,1,1,1,1,1,1,1,1,787480,1,1,1,1,1,300195,1945624,1,1,1,1,1,1,1,1,787480,300195,1,1158145,1,1
BOP,2245665,487161,178654,205720,1,1,1,102691,487161,178654,1,1,1,205720,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,102691,1,1,1,665814,1,668524,214353,1,696977,1,1,1,343358,574467,1,102691,1,178654,692880
HDE,2245603,1,1,231445,1,111134,1,1,1,1,1,1,1,231445,1,1,1,1,1,1,1,111134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,231445,2014159,1,1,1,1,1,202214,153642,1547172,1,1,111134,231445
ZBU,2240723,1,1,1,1,1,1708158,289756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1708158,1,1,1,1,1,1,289756,1,1,1,1,1,1708158,289756,1,1,1,1,1,1,1,1,2240723,1,1
ELQ,2235809,1,1,1,1,797560,1326117,1,1,1,1,1,1,1,1,1,1,1,1,1,797560,1,1,1,1,1326117,1,1,1,1,1,1,1,1,1,1,1,1,2235809,1,1,1,1,1,1,112134,1,1,1326117,797560,1,1
KAO,2234431,824566,1,234314,606688,1,1,568866,824566,1,1,112023,1,122292,606688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,568866,1,1,1,1,1,1,2112140,1,122292,1,1,1,1,1,1,568866,1,1,606688,112023,1,946857
VRO,2232110,1,103969,229213,1,899082,161821,838029,1,1,103969,229213,1,1,1,1,1,1,133825,1,1,765258,1,1,1,1,161821,1,1,1,1,1,838029,1,1,1,363037,103969,1,1765106,1,1,1,1,1,1,1,133825,838029,391033,765258,103969
DAF,2231239,210841,566144,109477,1,199073,431448,475898,210841,566144,1,109477,1,1,1,1,1,1,1,1,1,199073,1,257318,1,1,1,174131,1,475898,1,1,1,1,1,1,1619674,1,238364,199073,174131,1,1,1,1,475898,257318,1,1,109477,939346,210841
AAA,2227881,1638434,589448,1,1,1,1,1,1638434,453648,135801,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2092081,135801,1,1,1,1,1,1,1,1,1,1,1,1,453648,1774234
AIU,2227862,1,1,1798212,315987,113665,1,1,1,1,1,1,1798212,1,1,315987,1,1,1,113665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2227862,1,1,1,1,1,1,1,1,1,1,113665,315987,1798212,1
AMR,2226401,394768,1,286689,433158,1,1111789,1,394768,1,1,286689,1,1,189712,243447,1,1,1,1,1,1,1,638247,156948,316596,1,1,1,1,1,1,1,1,1,1,1509413,400394,316596,1,1,1,1,1,1,1,638247,156948,506307,530135,1,394768
DTA,2223964,317026,1166253,1,1,174164,118320,1,317026,1,1166253,1,1,1,1,1,1,1,1,1,1,174164,1,1,1,1,118320,1,1,1,1,1,1,1,1,1,317026,1166253,1,292483,448205,1,1,1,1,1,1,1,448205,118320,174164,1483278
MIB,2220177,276815,1,107353,1,1549456,286556,1,276815,1,1,1,1,107353,1,1,1,1,1,1,1549456,1,1,1,1,286556,1,1,1,1,1,1,1,1,1,1,276815,1,1943363,1,1,1,1,1,1,1,1,1,286556,1549456,1,384167
WOT,2219210,611621,175626,283714,459669,1,1,688584,611621,1,175626,283714,1,1,459669,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,688584,1,1,1,1,1,1355002,864209,1,1,1,1,1,1,1,1,688584,1,459669,283714,1,787246
UIG,2218624,1,165908,1415701,118154,417904,1,1,1,1,165908,1,1415701,1,118154,1,1,1,1,417904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,118154,1999511,1,1,1,100961,1,1,1,1,1,1,637017,1,1415701,165908
WNH,2215906,1,1,1,1,201223,1598104,280755,1,1,1,1,1,1,1,1,1,1,1,1,201223,1,1,1,1,1598104,1,1,1,1,1,280755,1,1,1,1,1,1,2215906,1,1,1,1,1,1,1,135827,280755,1598104,201223,1,1
IOF,2215372,1,1,1,1,349018,161949,1,1,1,1,1,1,1,1,1,1,1,1,349018,1,1,1,1,161949,1,1,1,1,1,1,1,1,1,1,1,1,1375643,1,431618,408113,1,1,1,1,107629,408113,161949,349018,1,1,1
ILP,2208982,345167,1,243262,705467,167236,120302,1,345167,1,1,1,118736,124527,1,705467,1,1,1,1,167236,1,1,1,1,120302,1,1,1,1,1,1,1,1,1,1,345167,1451754,412063,1,1,1,1,1,1,627553,1,1,120302,872702,118736,469693
NOH,2208974,404926,1,1,1,454125,1,1,404926,1,1,1,1,1,1,1,1,1,1,1,454125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,404926,1,580280,563507,660264,1,1,1,1,551181,1,1,1,454125,1,404926
DPE,2205668,1,275806,1,1,1,1,1,1,1,275806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,275806,1,1929863,1,1,1,1,1,1,1146894,782970,1,1,1,275806
CAJ,2200997,1,194452,732269,268874,553441,228976,222990,1,194452,1,732269,1,1,268874,1,1,1,553441,1,1,1,1,228976,1,1,1,1,1,115487,1,107504,1,1,1,1,2093494,1,107504,1,1,1,1,1,1,115487,228976,660944,268874,732269,194452,1
HRS,2199547,1852302,200901,1,1,1,1,1,1852302,200901,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2053202,1,146346,1,1,1,1,1,1,1,1,1,1,1,200901,1852302
DYM,2197723,1,1,1,1,123910,674954,561336,1,1,1,1,1,1,1,1,1,1,1,1,123910,1,1,1,1,441530,233425,1,1,1,1,1,407852,153485,1,1,1,1,565439,641276,153485,837526,1,1,1,1,1,166085,849381,1182259,1,1
MOF,2197050,369176,326026,1,697963,803888,1,1,369176,326026,1,1,1,1,697963,1,1,1,803888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2197050,1,1,1,1,1,1,1,1,1,1,803888,697963,1,326026,369176
URQ,2194691,1,1,1,1,148978,802311,1243404,1,1,1,1,1,1,1,1,1,1,1,148978,1,1,1,454451,1,347861,1,1,1,1,1243404,1,1,1,1,1,454451,1392381,347861,1,1,1,1,1,1,1,1697854,1,496838,1,1,1
SSC,2189235,464519,1,1,1,1,349470,1,464519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,153819,195652,1,1,1,1,1,1,1,1,1,464519,1,264386,1460332,1,1,1,1,1,539231,1,195429,153819,195652,1,464519
TIH,2189112,1,1,1,1,128040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,128040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1669789,519324,1,1,1,1,1,1,519324,1,1,128040,1,1
OTG,2188708,1,1,1,1,1725237,361256,102217,1,1,1,1,1,1,1,1,1,1,1,1,1725237,1,1,1,1,361256,1,1,1,1,102217,1,1,1,1,1,1,102217,2086492,1,1,1,1,1,1,1,102217,1,361256,1725237,1,1
DLB,2187813,2187813,1,1,1,1,1,1,2187813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2187813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2187813
SKL,2186812,1,1,243839,1,1756322,186653,1,1,1,1,243839,1,1,1,1,1,1,1,1,1,1756322,1,1,1,186653,1,1,1,1,1,1,1,1,1,1,243839,1,186653,1756322,1,1,1,1,1,1,1,1,186653,243839,1756322,1
IMY,2186055,1,223947,1559668,402442,1,1,1,1,1,223947,1,1,1559668,1,1,402442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,223947,1962109,1,1,1,1,1,1,1,1,1,1,1,402442,1783614
JIB,2185919,594808,230060,438744,447388,178731,296193,1,594808,230060,1,162577,1,276168,1,447388,1,1,1,178731,1,1,1,1,296193,1,1,1,1,1,1,1,1,1,1,1,987443,922310,276168,1,1,1,1,1,1,1,1,296193,178731,609964,230060,870975
WSW,2183307,1,1,1,1,1,1801263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1801263,1,1,1,1,1,1,1,1,1,1,1,1,2183307,1,1,1,1,1,1,1,382045,1,1801263,1,1,1
LLL,2182731,1273933,477962,106223,1,1,214833,1,1273933,161966,315997,106223,1,1,1,1,1,1,1,1,1,1,1,214833,1,1,1,1,1,1,1,1,1,1,1,1,1756952,315997,109784,1,1,1,1,1,1,1,324616,1,1,106223,161966,1589929
IGB,2180686,1,739022,1441665,1,1,1,1,1,739022,1,1,1441665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,739022,1441665,1,1,1,1,1,1,1,1,1,1,1,1,2180686,1
ASW,2180484,235729,145498,424203,1,599213,120455,446647,235729,1,145498,424203,1,1,1,1,1,1,1,599213,1,1,1,1,120455,1,1,1,1,1,1,1,446647,1,1,1,659931,865164,1,446647,1,1,208745,1,1,1,1,120455,1254603,424203,1,381226
KII,2180476,127744,1,118402,1934332,1,1,1,127744,1,1,118402,1,1,1,1934332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,246145,1934332,1,1,1,1,1,1,1,1,1,1,1,2052733,1,127744
EKK,2180467,1,1,1,1471334,207454,501681,1,1,1,1,1,1,1,1,1471334,1,1,1,1,207454,1,1,1,1,501681,1,1,1,1,1,1,1,1,1,1,1,1471334,709134,1,1,1,1,1,1,1,1,1,501681,1678787,1,1
BDA,2176844,1,1,110675,1152432,110853,539490,263398,1,1,1,1,1,110675,1,1,1,1152432,1,110853,1,1,1,1,539490,1,1,1,1,1,1,1,1,263398,1,1,1,650342,110675,1152432,263398,1,1,1,1,1,1,539490,110853,263398,1,1263106
DHY,2175847,1,1,1,1404071,499447,1,1,1,1,1,1,1,1,209563,1,1194509,1,1,1,1,499447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,209563,1,1352852,499447,1,1,1,113988,1,1,158344,1,209563,113988,1693955,1
UHN,2175025,1,2175025,1,1,1,1,1,1,1,2175025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2175025,1,1,1,1,1,1,1,1,1,1,1,1,1,2175025
GHP,2172701,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,235829,1,1,1936873,1,1,1,100406,1,1,1,1936873,1,1
NKO,2172348,1,1,165493,494874,178196,394390,643766,1,1,1,165493,1,1,1,1,494874,1,1,1,1,1,178196,1,1,1,1,394390,1,1,1,521559,1,1,1,122208,165493,1,1016432,1,572585,1,122208,295634,1,1,1,521559,1,165493,889263,596036
UOL,2166452,1,1,1,345525,506518,1148843,1,1,1,1,1,1,1,1,1,345525,1,1,1,1,506518,1,1,169127,1,979717,1,1,1,1,1,1,1,1,1,1,169127,345525,1651802,1,1,1,1,1,1,1,334695,1,979717,852042,1
CTH,2158654,272000,1494471,1,1,1,1,113272,272000,1,1494471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,113272,1,272000,1494471,1,1,1,392185,1,1,1,1,1,1,1,278914,113272,1766470
MMS,2156698,329950,130283,1047929,112588,535952,1,1,329950,130283,1,1,1,1047929,1,1,1,112588,1,1,535952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,460232,1,1583880,112588,1,1,1,1,1,1,1,1,1,535952,130283,1490465
HBA,2153616,102745,1,1,120854,1,339340,973418,102745,1,1,1,1,1,1,1,120854,1,1,1,1,1,1,1,1,1,339340,1,1,1,1,1,127183,846236,1,1,102745,1,120854,466522,1221795,241704,1,1,1,1,1,1,634492,1295528,120854,102745
AOU,2147446,1,139226,1295294,133069,182994,1,1,1,139226,1,1,1295294,1,1,133069,1,1,1,182994,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,139226,1824850,1,1,1,1,1,1,1,213496,1,1,182994,133069,1434519,183372
RUH,2144590,130448,1068778,379549,1,1,1,565818,130448,1068778,1,1,189424,190126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,565818,1,1199225,189424,190126,1,1,565818,1,1,1,1,1,1,1,1,1824018,320573
GEG,2142955,1,1,844370,1,399478,1,543869,1,1,1,844370,1,1,1,1,1,1,193441,1,206038,1,1,1,1,1,1,1,1,543869,1,1,1,1,1,1,1731084,1,206038,1,1,1,205835,1,1,543869,1,399275,1,1050407,1,1
MEU,2142493,162881,399575,777193,267133,312578,1,223138,162881,399575,1,777193,1,1,267133,1,1,1,175133,1,137446,1,1,1,1,1,1,1,1,118242,1,1,104897,1,1,1,1900152,1,137446,104897,1,1,1,1,1,118242,1,175133,372029,914638,399575,162881
